-23.666670	-39.2666700000	-65.8333400000
-23.500000	-37.5666700000	-66.0000000000
-23.500000	-38.7666700000	-66.1666700000
-23.166670	-40.7333300000	-65.9000000000
-23.066670	-39.3666600000	-65.9000000000
-22.833330	-38.7000000000	-66.0000000000
-21.766670	-39.8666700000	-65.5666700000
-22.333330	-39.0333300000	-65.6666700000
-23.700000	-37.8333300000	-65.7333300000
-23.000000	-40.3333300000	-66.0000000000
-23.933330	-38.8666600000	-65.5666700000
-23.166670	-39.6000000000	-65.5000000000
-23.400000	-40.6666700000	-65.7333300000
-23.066670	-39.3666600000	-65.7333300000
-23.566670	-38.9333300000	-65.4000000000
-23.566670	-37.9000000000	-65.8333400000
-23.566670	-37.7333300000	-65.6666700000
-24.433330	-38.1666600000	-65.5000000000
-24.100000	-38.8666600000	-65.0666700000
-23.766670	-38.8666600000	-65.4000000000
-23.666670	-41.0000000000	-65.6666700000
-23.233330	-39.4333300000	-65.4000000000
-24.766670	-39.2000000000	-65.0666700000
-23.400000	-37.5000000000	-64.8666700000
-23.766670	-37.6666700000	-65.0666700000
-24.433330	-38.5000000000	-65.2333300000
-24.933330	-38.1666600000	-65.2333300000
-24.200000	-37.5666700000	-65.4000000000
-24.533330	-37.6666700000	-65.0666700000
-25.100000	-39.2666700000	-65.4000000000
-23.866670	-37.5666700000	-65.2333300000
-25.100000	-42.0333300000	-64.8666700000
-23.166670	-38.7000000000	-65.1666600000
-24.600000	-39.1000000000	-65.1666600000
-23.933330	-38.8666600000	-65.1666600000
-24.366670	-40.4000000000	-65.1666600000
-23.233330	-39.5333300000	-65.1666600000
-23.666670	-40.1666700000	-65.2333300000
-24.433330	-38.8666600000	-64.7000000000
-24.533330	-39.9333300000	-65.5000000000
-24.866670	-40.5666700000	-65.1666600000
-25.333330	-37.1666700000	-65.4000000000
-28.500000	-38.7000000000	-65.4000000000
-30.866670	-38.7666700000	-64.5333300000
-30.033330	-40.4000000000	-64.7000000000
-31.733330	-38.2333300000	-63.6000000000
-36.200000	-39.9333300000	-62.1666700000
-38.866660	-41.2333300000	-61.1666700000
-42.866670	-37.0333300000	-62.0000000000
-44.766670	-35.5333300000	-60.2333300000
-48.866660	-32.7666700000	-59.3666700000
-53.600000	-28.6666700000	-57.3666700000
-57.100000	-26.0666700000	-53.2666700000
-59.533330	-23.7000000000	-51.2333300000
-59.233330	-17.0666700000	-52.2000000000
-56.166670	-13.6666700000	-54.6666700000
-53.933330	-8.4000000000	-56.2333300000
-50.600000	-4.6666700000	-58.7000000000
-44.000000	-5.7333300000	-62.6000000000
-36.866670	-5.2333300000	-66.2333300000
-29.500000	-5.0666700000	-68.6000000000
-24.600000	-9.0333300000	-70.2000000000
-20.066670	-12.7666700000	-70.9000000000
-14.666670	-17.0000000000	-70.4000000000
-13.566670	-21.0333300000	-70.0333300000
-11.233330	-26.1666700000	-69.2666600000
-12.100000	-32.3333300000	-67.5666700000
-14.666670	-35.0666700000	-66.0666700000
-18.933330	-39.2666700000	-65.0000000000
-27.433330	-44.6000000000	-62.5333300000
-35.333330	-44.0000000000	-59.2000000000
-41.333330	-42.3666600000	-56.9333300000
-45.100000	-44.7666700000	-52.0333400000
-48.900000	-44.7666700000	-47.1000000000
-51.766660	-47.8666600000	-41.2666700000
-53.933330	-47.0666700000	-35.7000000000
-56.233330	-44.6000000000	-29.9333300000
-55.233340	-47.5333300000	-23.4000000000
-53.700000	-45.8666600000	-19.2000000000
-51.533340	-47.4333300000	-15.2666700000
-50.933330	-50.3666600000	-15.2666700000
-52.000000	-50.4333300000	-13.7000000000
-52.166660	-47.0666700000	-13.5333300000
-54.033330	-46.1666700000	-12.3333300000
-55.900000	-43.4000000000	-11.2333300000
-54.900000	-44.0000000000	-9.7666700000
-54.700000	-41.6000000000	-9.3666700000
-54.900000	-41.7000000000	-8.7000000000
-55.500000	-42.1000000000	-8.2666700000
-54.700000	-39.2666700000	-6.8333300000
-66.666670	-22.8333300000	-30.7000000000
-66.366670	-24.8666700000	-32.5666700000
-66.533330	-24.0333300000	-33.1666700000
-67.733340	-22.0333300000	-33.6666700000
-67.500000	-23.0000000000	-34.2333300000
-65.600000	-21.2666700000	-35.7000000000
-67.066670	-21.2000000000	-37.7000000000
-64.833330	-18.0333300000	-41.3666600000
-64.000000	-15.7000000000	-46.3666700000
-61.066670	-13.8333300000	-50.9000000000
-58.833330	-12.3666700000	-54.8333400000
-53.866660	-13.2000000000	-59.7333300000
-50.366660	-18.3666700000	-63.1000000000
-47.000000	-24.7000000000	-64.8666700000
-46.733330	-27.0333300000	-64.4333300000
-45.033330	-33.2666700000	-61.5666700000
-48.433330	-37.6666700000	-58.7666700000
-49.233330	-39.2666700000	-53.7000000000
-53.333340	-41.7666700000	-48.8333400000
-54.366660	-42.8666700000	-45.6666700000
-55.166670	-43.1666700000	-43.5000000000
-55.666670	-41.5333300000	-41.4333300000
-56.600000	-41.0000000000	-40.9333300000
-61.666670	-37.2333300000	-40.7000000000
-61.666670	-36.7666700000	-38.8333300000
-61.733330	-35.1666600000	-37.7666700000
-63.900000	-33.1000000000	-35.5333300000
-63.900000	-32.6000000000	-35.3666600000
-64.733330	-34.3333300000	-34.8333300000
-64.333330	-33.3666600000	-35.0000000000
-65.533330	-28.1000000000	-38.4000000000
-65.200000	-24.8666700000	-42.2666700000
-63.200000	-20.0000000000	-45.6666700000
-62.166670	-15.9333300000	-49.0666700000
-58.400000	-10.3666700000	-53.7000000000
-52.166660	-7.3666700000	-59.3666700000
-47.066670	-8.4000000000	-63.4333300000
-42.766670	-8.5000000000	-67.0000000000
-37.666670	-11.1666700000	-69.4333300000
-33.100000	-13.5000000000	-70.9000000000
-32.333330	-16.2666700000	-71.4000000000
-30.700000	-20.4000000000	-71.2333300000
-33.600000	-21.0333300000	-71.2333300000
-36.533330	-27.5333300000	-68.8666600000
-41.333330	-33.2666700000	-66.0666700000
-43.000000	-37.2333300000	-62.5333300000
-45.266670	-40.6666700000	-58.7000000000
-46.566670	-43.4000000000	-56.2333300000
-45.533330	-43.5000000000	-56.0000000000
-43.666670	-45.7000000000	-57.2000000000
-39.200000	-45.1000000000	-59.6666700000
-37.400000	-41.4000000000	-61.3333400000
-36.533330	-42.3666600000	-62.9333300000
-32.866660	-39.7000000000	-65.2333300000
-26.400000	-37.9000000000	-67.8666700000
-22.033330	-31.9000000000	-69.7666600000
-16.833330	-26.7000000000	-71.0000000000
-15.266670	-19.2000000000	-70.9000000000
-16.266670	-14.2333300000	-71.0666700000
-17.000000	-12.6000000000	-70.2666600000
-17.000000	-8.6666700000	-69.7000000000
-15.600000	-4.3666700000	-68.2000000000
-16.733330	-1.6666700000	-66.5000000000
-20.866670	1.5666700000	-65.5666700000
-25.833330	6.4333300000	-61.5666700000
-32.233330	12.2666700000	-56.7333300000
-39.533330	14.5000000000	-51.3333300000
-49.233330	11.1666700000	-46.0333300000
-57.033340	4.5666700000	-41.0333300000
-61.333340	0.8666700000	-39.0000000000
