1.507446541532000195e+00,9.235139051954000422e+00,2.120497496426800055e+01
1.724929603332000294e+00,9.861908832154000493e+00,2.109172288560800368e+01
1.660124635042000252e+00,9.822116259923999948e+00,2.121243316440800442e+01
1.645976225371999835e+00,9.440634944584001431e+00,2.113251939775800281e+01
1.636842023322000017e+00,9.411903652083999816e+00,2.135906619683800045e+01
8.447681348320000838e-01,-1.947803298379599823e+01,1.941923938088000012e+00
1.048270521658199961e+01,-7.303260016460000337e-01,2.080429734000800224e+01
1.069466296640200120e+01,-6.050388473060001049e-01,2.082708027052800048e+01
2.112262399367200061e+01,3.749671371840000433e-01,3.537951146017999982e+00
2.117859676734200391e+01,8.154321293239999990e-01,3.723678283128000643e+00
2.085037711471200339e+01,4.349642816714000659e+00,4.408304950677999656e+00
2.066134447492200010e+01,4.457119907734000464e+00,4.802540536598001175e+00
2.687370294219999511e-01,-1.951704259926599860e+01,7.150194540680000488e-01
7.280840917120001698e-01,-1.938261764763599970e+01,2.795201781788000606e+00
-4.410053672879999942e-01,-1.939035267233600024e+01,2.070301722137999789e+00
-1.964385008273800182e+01,-3.430134802859999832e-01,1.591008103517999928e+00
-1.957806535358800204e+01,-3.412708962360000431e-01,1.754860633277999904e+00
-1.963241982793799778e+01,-2.944300864359999381e-01,1.649168639078000043e+00
1.328798848111999886e+00,1.788616934881400056e+01,1.168020702815799972e+01
9.084675291020000154e-01,1.797353267624399820e+01,1.177236189351800100e+01
4.854139975820000452e-01,1.127455653980400108e+01,1.987364921849800226e+01
1.574778078419999949e-01,1.104086847447399933e+01,1.999217287701800316e+01
1.307220395962000126e+00,-3.436039411335999993e+00,-1.978212490954199865e+01
1.528931398232000083e+00,-3.368098413646000377e+00,-1.958542689032199746e+01
1.410672227184199912e+01,-3.381680252260000907e-01,-1.480722324666200151e+01
1.420364263702199992e+01,-4.757511066660001231e-01,-1.472249897182200229e+01
2.103061295602200076e+01,-1.042773314660000172e-01,1.001023886168000088e+00
2.086249966069200568e+01,-5.015585747599994593e-02,9.736340782080000755e-01
6.065640757620001100e-01,-7.855398792360002158e-01,-2.049331739671200125e+01
5.082027279420001653e-01,-6.182580093760000617e-01,-2.013524678610199814e+01
-1.982537236657800150e+01,-9.865059668160001127e-01,2.705963135978000089e+00
